"","x"
"10062",2.32
"10063",1.31
"10064",1.27
"10065",1.35
"10066",1.49
"10067",1.51
"10068",1.5
"10069",1.5
"10070",1.44
"10071",1.49
"10072",1.48
"10073",1.48
"10074",1.48
"10075",1.48
"10076",1.47
"10077",1.47
"10078",1.41
"10079",1.36
"10080",1.22
"10081",1.26
"10082",1.35
"10083",1.29
"10084",1.17
"10085",1.19
"10086",1.21
"10087",1.17
"10088",1.17
"10089",1.21
"10090",1.22
"10091",1.21
"10092",1.19
"10093",1.23
"10094",1.26
"10095",1.25
"10096",1.28
"10097",1.26
"10098",1.26
"10099",1.26
"10100",1.26
"10101",1.25
"10102",1.24
"10103",1.24
"10104",1.27
"10105",1.31
"10106",1.2
"10107",1.26
"10108",1.29
"10109",1.25
"10110",1.15
"10111",1.24
"10112",1.2
"10113",1.26
"10114",1.22
"10115",1.49
"10116",1.61
"10117",1.35
"10118",1.31
"10119",1.52
"10120",1.57
"10121",1.54
"10122",1.57
"10123",1.55
"10124",1.62
"10125",1.46
"10126",1.4
"10127",1.53
"10128",1.66
"10129",1.7
"10130",1.64
"10131",1.62
"10132",1.66
"10133",1.69
"10134",1.79
"10135",1.77
"10136",1.65
"10137",1.11
"10138",0.99
"10139",1.19
"10140",1.11
"10141",1.58
"10142",1.8
"10143",1.57
"10144",1.45
"10145",1.56
"10146",1.65
"10147",1.19
"10148",1.08
"10149",1.3
"10150",1.69
"10151",1.78
"10152",1.76
"10153",1.49
"10154",1.81
"10155",1.95
"10156",1.78
"10157",1.69
"10158",1.79
"10159",1.87
"10160",1.77
"10161",1.68
"10162",1.69
"10163",1.78
"10164",1.96
"10165",1.83
"10166",1.63
"10167",1.82
"10168",1.83
"10169",1.9
"10170",1.76
"10171",1.87
"10172",1.9
"10173",1.88
"10174",1.83
"10175",1.82
"10176",1.89
"10177",2.26
"10178",2.11
"10179",2.14
"10180",2.31
"10181",2.11
"10182",2.18
"10183",2.07
"10184",1.93
"10185",1.82
"10186",1.69
"10187",2.19
"10188",2.21
"10189",1.83
"10190",1.63
"10191",1.91
"10192",1.87
"10193",1.95
"10194",1.92
"10195",1.88
"10196",1.64
"10197",1.83
"10198",1.83
"10199",1.75
"10200",1.81
"10201",1.82
"10202",1.88
"10203",1.82
"10204",1.89
"10205",1.81
"10206",1.76
"10207",1.78
"10208",1.86
"10209",1.81
"10210",1.75
"10211",1.77
"10212",1.82
"10213",1.71
"10214",1.76
"10215",1.88
"10216",1.82
"10217",1.91
"10218",1.81
"10219",1.94
"10220",1.99
"10221",1.89
"10222",1.97
"10223",2.17
"10224",2.03
"10225",2.05
"10226",1.96
"10227",1.88
"10228",2.16
"10229",2.21
"10230",2.22
"10231",2.31
"10232",1.85
"10233",2.4
"10234",2.34
"10235",2.14
"10236",1.75
"10237",1.62
"10238",1.63
"10239",1.82
"10240",1.8
"10241",1.85
"10242",1.92
"10243",2.09
"10244",1.6
"10245",1.54
"10246",1.51
"10247",1.44
"10248",1.43
"10249",1.35
"10250",1.33
"10251",1.35
"10252",1.34
"10253",1.41
"10254",1.76
"10255",1.43
"10256",1.56
"10257",1.67
"10258",1.43
"10259",1.46
"10260",1.89
"10261",1.78
"10262",1.61
"10263",1.79
"10264",1.79
"10265",1.68
"10266",1.6
"10267",1.66
"10268",1.63
"10269",1.54
"10270",1.5
"10271",1.21
"10272",1.11
"10273",1.14
"10274",1.23
"10275",1.33
"10276",1.34
"10277",1.31
"10278",1.42
"10279",1.36
"10280",1.41
"10281",1.62
"10282",1.72
"10283",1.68
"10284",1.51
"10285",1.57
"10286",1.66
"10287",1.6
"10288",1.58
"10289",1.52
"10290",1.55
"10291",1.61
"10292",1.63
"10293",1.53
"10294",1.56
"10295",1.59
"10296",1.46
"10297",1.47
"10298",1.46
"10299",1.44
"10300",1.42
"10301",1.4
"10302",1.42
"10303",1.41
"10304",1.39
"10305",1.36
"10306",1.4
"10307",1.41
"10308",1.39
"10309",1.42
"10310",1.42
"10311",1.25
"10312",1.42
"10313",1.35
"10314",1.14
"10315",1.36
"10316",1.43
"10317",1.29
"10318",1.12
"10319",1.23
"10320",1.29
"10321",1.08
"10322",1.25
"10323",1.82
"10324",1.8
"10325",1.52
"10326",1.19
"10327",1.19
"10328",1.87
"10329",1.83
"10330",1.68
"10331",1.65
"10332",1.64
"10333",1.52
"10334",1.65
"10335",1.87
"10336",1.79
"10337",1.65
"10338",1.69
"10339",1.38
"10340",1.44
"10341",1.49
"10342",1.52
"10343",1.37
"10344",1.37
"10345",1.03
"10346",1.18
"10347",1.48
"10348",1.49
"10349",1.49
"10350",1.46
"10351",1.58
"10352",1.24
"10353",1.34
"10354",1.51
"10355",1.44
"10356",1.04
"10357",1.38
"10358",1.67
"10359",1.37
"10360",1.42
"10361",1.59
"10362",1.63
"10363",1.76
"10364",1.65
"10365",1.72
"10366",1.65
"10367",1.67
"10368",1.75
"10369",1.61
"10370",1.55
"10371",1.68
"10372",1.79
"10373",1.79
"10374",1.48
"10375",1.57
"10376",1.5
"10377",1.5
"10378",1.49
"10379",1.51
"10380",1.11
"10381",1.44
"10382",1.59
"10383",1.5
"10384",1.5
"10385",1.51
"10386",1.51
"10387",1.5
"10388",1.5
"10389",1.47
"10390",1.43
"10391",1.47
"10392",1.47
"10393",1.5
"10394",1.51
"10395",1.5
"10396",1.51
"10397",1.48
"10398",1.45
"10399",1.56
"10400",1.88
"10401",1.86
"10402",1.92
"10403",1.81
"10404",1.75
"10405",1.72
"10406",1.77
"10407",1.79
"10408",1.77
"10409",1.35
"10410",1.25
"10411",1.61
"10412",1.81
"10413",1.86
"10414",1.83
"10415",1.82
"10416",1.73
"10417",1.69
"10418",1.75
"10419",1.92
"10420",1.75
"10421",1.72
"10422",1.73
"10423",1.84
"10424",1.87
"10425",1.85
"10426",1.82
"10427",1.6
"10428",1.71
"10429",1.68
"10430",1.59
"10431",1.5
"10432",1.66
"10433",1.7
"10434",1.66
"10435",1.61
"10436",1.7
"10437",1.66
"10438",1.53
"10439",1.73
"10440",1.76
"10441",1.72
"10442",1.75
"10443",1.67
"10444",1.7
"10445",1.7
"10446",1.7
"10447",1.65
"10448",1.71
"10449",1.52
"10450",1.51
"10451",1.51
"10452",1.61
"10453",1.62
"10454",1.65
"10455",1.6
"10456",1.47
"10457",1.44
"10458",1.37
"10459",1.24
"10460",1.28
"10461",1.34
"10462",1.46
"10463",1.51
"10464",1.53
"10465",1.65
"10466",1.65
"10467",1.53
"10468",1.65
"10469",1.62
"10470",1.61
"10471",1.4
"10472",1.48
"10473",1.58
"10474",1.44
"10475",1.63
"10476",1.65
"10477",1.52
"10478",1.56
"10479",1.62
"10480",1.66
"10481",1.53
"10482",1.49
"10483",1.21
"10484",1.66
"10485",1.65
"10486",1.59
"10487",1.63
"10488",1.69
"10489",1.66
"10490",1.55
"10491",1.75
"10492",1.7
"10493",1.74
"10494",1.53
"10495",1.31
"10496",1.45
"10497",1.36
"10498",1.4
"10499",1.43
"10500",1.43
"10501",1.15
"10502",1.23
"10503",1.28
"10504",1.23
"10505",1.47
"10506",1.8
"10507",1.76
"10508",1.25
"10509",1.55
"10510",1.35
"10511",1.55
"10512",1.13
"10513",1.57
"10514",1.68
"10515",1.45
"10516",1.5
"10517",1.66
"10518",1.67
"10519",1.64
"10520",1.78
"10521",1.8
"10522",1.76
"10523",1.32
"10524",1.11
"10525",1.64
"10526",1.65
"10527",1.71
"10528",1.81
"10529",1.92
"10530",1.84
"10531",1.55
"10532",1.66
"10533",1.6
"10534",1.35
"10535",1.58
"10536",1.7
"10537",1.7
"10538",1.52
"10539",1.67
"10540",1.45
"10541",1.52
"10542",1.54
"10543",1.61
"10544",1.68
"10545",1.65
"10546",1.62
"10547",1.59
"10548",1.08
"10549",1.63
"10550",1.55
"10551",1.69
"10552",1.86
"10553",1.59
"10554",1.45
"10555",1.55
"10556",1.58
"10557",1.61
"10558",1.64
"10559",1.63
"10560",1.54
"10561",1.55
"10562",1.61
"10563",1.53
"10564",1.6
"10565",1.55
"10566",1.56
"10567",1.57
"10568",1.58
"10569",1.53
"10570",1.57
"10571",1.56
"10572",1.55
"10573",1.65
"10574",1.54
"10575",1.52
"10576",1.48
"10577",1.53
"10578",1.48
"10579",1.47
"10580",0.98
"10581",1.44
"10582",1.41
"10583",1.9
"10584",1.93
"10585",1.9
"10586",1.65
"10587",1.89
"10588",1.84
"10589",1.76
"10590",1.82
"10591",2.09
"10592",1.94
"10593",2.07
"10594",2.09
"10595",2.25
"10596",2.22
"10597",2.01
"10598",2.18
"10599",2.01
"10600",2.24
"10601",2.28
"10602",2.3
"10603",1.98
"10604",2.12
"10605",1.91
"10606",2.2
"10607",2.02
"10608",2.24
"10609",1.93
"10610",2.34
"10611",2
"10612",2.31
"10613",1.93
"10614",2.17
"10615",2.06
"10616",1.93
"10617",2.14
"10618",2.21
"10619",2.04
"10620",1.86
"10621",2.14
"10622",2.08
"10623",2.02
"10624",1.81
"10625",1.9
"10626",2
"10627",2.21
"10628",1.91
"10629",1.95
"10630",1.93
"10631",2.02
"10632",2.08
"10633",2.03
"10634",1.93
"10635",1.7
"10636",1.77
"10637",1.8
"10638",1.53
"10639",1.59
"10640",1.63
"10641",1.58
"10642",1.63
"10643",1.74
"10644",1.69
"10645",1.7
"10646",1.69
"10647",1.82
"10648",2.12
"10649",1.93
"10650",1.97
"10651",1.86
"10652",2.01
"10653",1.99
"10654",2.11
"10655",1.89
"10656",2.02
"10657",1.94
"10658",2.07
"10659",2.01
"10660",2.09
"10661",1.93
"10662",2.12
"10663",1.93
"10664",2.02
"10665",1.89
"10666",1.97
"10667",1.92
"10668",1.9
"10669",1.89
"10670",1.96
"10671",1.94
"10672",1.81
"10673",1.91
"10674",1.95
"10675",1.92
"10676",1.83
"10677",1.79
"10678",1.85
"10679",1.9
"10680",1.84
"10681",1.85
"10682",1.78
"10683",1.92
"10684",1.94
"10685",1.86
"10686",1.88
"10687",1.65
"10688",1.65
"10689",1.62
"10690",1.61
"10691",1.63
"10692",1.66
"10693",1.57
"10694",1.58
"10695",1.62
"10696",1.61
"10697",1.63
"10698",1.61
"10699",1.62
"10700",1.93
"10701",1.96
"10702",1.93
"10703",1.95
"10704",1.92
"10705",1.91
"10706",1.93
"10707",1.92
"10708",1.96
"10709",1.95
"10710",1.96
"10711",1.95
"10712",1.95
"10713",1.95
"10714",1.93
"10715",1.94
"10716",1.92
"10717",1.91
"10718",1.88
"10719",1.88
"10720",1.91
"10721",1.92
"10722",1.88
"10723",1.88
"10724",1.87
"10725",1.88
"10726",1.9
"10727",1.88
"10728",1.9
"10729",1.87
"10730",1.82
"10731",1.82
"10732",1.87
"10733",1.88
"10734",1.89
"10735",1.9
"10736",1.88
"10737",1.88
"10738",1.83
"10739",1.67
"10740",1.89
"10741",1.87
"10742",1.85
"10743",1.87
"10744",1.84
"10745",1.83
"10746",1.83
"10747",1.8
"10748",1.85
"10749",2.18
"10750",2.05
"10751",2.11
"10752",2.24
"10753",2.08
"10754",2.11
"10755",1.95
"10756",2.11
"10757",1.96
"10758",1.72
"10759",1.77
"10760",2
"10761",1.74
"10762",1.72
"10763",1.89
"10764",1.82
"10765",1.87
"10766",1.89
"10767",1.86
"10768",1.81
"10769",1.84
"10770",1.81
"10771",1.88
"10772",1.78
"10773",1.82
"10774",1.88
"10775",1.76
"10776",1.89
"10777",1.82
"10778",1.89
"10779",1.77
"10780",1.82
"10781",1.75
"10782",1.7
"10783",1.76
"10784",1.85
"10785",1.75
"10786",1.76
"10787",1.82
"10788",1.79
"10789",1.92
"10790",1.8
"10791",1.5
"10792",1.83
"10793",1.79
"10794",1.35
"10795",1.45
"10796",1.55
"10797",1.76
"10798",1.87
"10799",2.06
"10800",1.86
"10801",1.74
"10802",1.62
"10803",2.15
"10804",2.21
"10805",1.87
"10806",1.95
"10807",1.71
"10808",1.93
"10809",1.99
"10810",2.06
"10811",1.79
"10812",1.94
"10813",1.92
"10814",1.97
"10815",1.98
"10816",2.03
"10817",1.88
"10818",2.05
"10819",1.84
"10820",1.94
"10821",1.86
"10822",1.9
"10823",1.85
"10824",1.79
"10825",1.85
"10826",1.86
"10827",1.89
"10828",1.73
"10829",1.81
"10830",1.83
"10831",1.84
"10832",1.7
"10833",1.63
"10834",1.83
"10835",1.75
"10836",1.68
"10837",1.76
"10838",1.69
"10839",1.82
"10840",1.93
"10841",1.63
"10842",1.72
"10843",1.72
"10844",1.79
"10845",1.72
"10846",1.87
"10847",1.89
"10848",1.89
"10849",1.89
"10850",1.72
"10851",1.7
"10852",1.52
"10853",1.84
"10854",1.91
"10855",1.93
"10856",1.85
"10857",1.98
"10858",1.9
"10859",1.79
"10860",1.8
"10861",1.81
"10862",1.79
"10863",1.82
"10864",1.88
"10865",1.85
"10866",1.85
"10867",1.82
"10868",1.72
"10869",1.54
"10870",1.48
"10871",1.62
"10872",1.54
"10873",1.54
"10874",1.7
"10875",1.67
"10876",1.46
"10877",1.4
"10878",1.65
"10879",1.48
"10880",1.56
"10881",1.5
"10882",1.46
"10883",1.37
"10884",1.56
"10885",1.52
"10886",1.37
"10887",1.59
"10888",1.66
"10889",1.55
"10890",1.18
"10891",1.54
"10892",1.36
"10893",1.36
"10894",1.12
"10895",1.5
"10896",1.55
"10897",1.56
"10898",1.55
"10899",1.4
"10900",1.54
"10901",1.43
"10902",1.44
"10903",1.46
"10904",1.47
"10905",1.45
"10906",1.45
"10907",1.19
"10908",1.47
"10909",1.44
"10910",1.47
"10911",1.5
"10912",1.52
"10913",1.66
"10914",1.57
"10915",1.47
"10916",1.57
"10917",1.46
"10918",1.83
"10919",1.81
"10920",1.83
"10921",1.77
"10922",1.58
"10923",1.56
"10924",1.57
"10925",1.51
"10926",1.54
"10927",1.53
"10928",1.49
"10929",1.49
"10930",1.38
"10931",1.37
"10932",1.45
"10933",1.35
"10934",1.41
"10935",1.47
"10936",1.68
"10937",1.65
"10938",1.63
"10939",1.71
"10940",1.71
"10941",1.6
"10942",1.77
"10943",1.7
"10944",1.55
"10945",1.82
"10946",1.81
"10947",1.6
"10948",1.69
"10949",1.82
"10950",1.92
"10951",1.82
"10952",1.69
"10953",1.68
"10954",1.73
"10955",1.55
"10956",1.64
"10957",1.68
"10958",1.82
"10959",1.76
"10960",1.85
"10961",1.85
"10962",1.87
"10963",1.91
"10964",1.9
"10965",1.92
"10966",1.88
"10967",1.87
"10968",1.84
"10969",1.84
"10970",1.85
"10971",1.89
"10972",1.92
"10973",1.93
"10974",1.88
"10975",1.79
"10976",1.9
"10977",1.93
"10978",1.92
"10979",1.93
"10980",1.85
"10981",1.92
"10982",1.93
"10983",1.9
"10984",1.82
"10985",1.81
"10986",1.85
"10987",1.8
"10988",1.67
"10989",1.68
"10990",1.7
"10991",1.66
"10992",1.68
"10993",1.54
"10994",1.67
"10995",1.8
"10996",1.8
"10997",1.68
"10998",1.69
"10999",1.24
"11000",1.21
"11001",0.93
"11002",1.66
"11003",1.38
"11004",1.12
"11005",1.8
"11006",1.39
"11007",0.98
"11008",1.74
"11009",1.78
"11010",1.68
"11011",1.57
"11012",1.72
"11013",1.76
"11014",2.07
"11015",2.16
"11016",1.37
"11017",2.21
"11018",1.73
"11019",2.02
"11020",1.94
"11021",1.96
"11022",1.37
"11023",1.82
"11024",1.93
"11025",1.53
"11026",1.53
"11027",1.91
"11028",1.96
"11029",1.5
"11030",1.82
"11031",1.68
"11032",1.64
"11033",1.54
"11034",1.27
"11035",1.57
"11036",1.32
"11037",1.76
"11038",1.45
"11039",1.29
"11040",1.61
"11041",1.45
"11042",1.32
"11043",1.38
"11044",1.51
"11045",1.23
"11046",1.2
"11047",1.35
"11048",1.24
"11049",1.22
"11050",1.28
"11051",1.74
"11052",1.77
"11053",1.81
"11054",1.82
"11055",1.78
"11056",1.79
"11057",1.77
"11058",1.75
"11059",1.65
"11060",1.78
"11061",1.73
"11062",1.59
"11063",1.76
"11064",1.81
"11065",1.86
"11066",1.94
"11067",1.95
"11068",1.94
"11069",1.92
"11070",1.9
"11071",1.82
"11072",1.86
"11073",1.77
"11074",1.76
"11075",1.77
"11076",1.82
"11077",1.8
"11078",1.83
"11079",1.75
"11080",1.66
"11081",1.6
"11082",1.36
"11083",1.15
"11084",1.32
"11085",1.35
"11086",1.51
"11087",1.68
"11088",1.67
"11089",1.96
"11090",1.78
"11091",1.85
"11092",1.87
"11093",1.74
"11094",1.73
"11095",1.77
"11096",1.69
"11097",1.73
"11098",1.79
"11099",2.02
"11100",1.97
"11101",1.98
"11102",2.01
"11103",1.53
"11104",1.67
"11105",1.67
"11106",1.67
"11107",1.68
"11108",1.65
"11109",1.65
"11110",1.58
"11111",1.4
"11112",1.66
"11113",1.63
"11114",1.31
"11115",1.68
"11116",1.65
"11117",1.87
"11118",1.84
"11119",1.85
"11120",1.8
"11121",1.74
"11122",1.68
"11123",1.59
"11124",1.7
"11125",1.41
"11126",1.35
"11127",1.28
"11128",1.49
"11129",1.4
"11130",1.35
"11131",1.33
"11132",1.24
"11133",1.13
"11134",1.02
"11135",1.01
"11136",1.03
"11137",1.03
"11138",1.12
"11139",1.26
"11140",1.23
"11141",1.54
"11142",1.6
"11143",1.52
"11144",1.57
"11145",1.57
"11146",1.47
"11147",1.51
"11148",1.59
"11149",1.55
"11150",1.58
"11151",1.57
"11152",1.62
"11153",1.66
"11154",1.54
"11155",1.41
"11156",1.59
"11157",1.55
"11158",1.55
"11159",1.61
"11160",1.54
"11161",1.53
"11162",1.44
"11163",1.19
"11164",1.56
"11165",1.58
"11166",1.13
"11167",1.6
"11168",1.67
"11169",1.85
"11170",1.84
"11171",1.78
"11172",1.73
"11173",1.69
"11174",1.65
"11175",1.6
"11176",1.7
"11177",1.34
"11178",1.19
"11179",1.14
"11180",1.37
"11181",1.31
"11182",1.33
"11183",1.16
"11184",1.08
"11185",0.98
"11186",0.89
"11187",0.92
"11188",0.82
"11189",0.88
"11190",0.94
"11191",1.05
"11192",1.03
"11193",1.42
"11194",1.51
"11195",1.36
"11196",1.5
"11197",1.48
"11198",1.33
"11199",1.36
"11200",1.46
"11201",1.44
"11202",1.5
"11203",1.47
"11204",1.48
"11205",1.47
"11206",1.39
"11207",1.72
"11208",1.68
"11209",1.68
"11210",1.43
"11211",2.04
"11212",1.79
"11213",1.87
"11214",1.8
"11215",1.9
"11216",1.86
"11217",2.14
"11218",2.1
"11219",2.01
"11220",1.95
"11221",2
"11222",2.02
"11223",2.15
"11224",2.1
"11225",1.84
"11226",2.09
"11227",2.17
"11228",2.1
"11229",2.12
"11230",1.98
"11231",1.72
"11232",1.86
"11233",1.84
"11234",1.82
"11235",1.81
"11236",1.85
"11237",1.62
"11238",1.62
"11239",1.53
"11240",1.3
"11241",1.64
"11242",1.62
"11243",1.65
"11244",1.65
"11245",1.64
"11246",1.64
"11247",1.52
"11248",1.63
"11249",1.6
"11250",1.22
"11251",1.51
"11252",1.63
"11253",1.5
"11254",1.22
"11255",1.44
"11256",1.13
"11257",1.27
"11258",1.33
"11259",1.62
"11260",1.23
"11261",1.27
"11262",1.83
"11263",1.87
"11264",1.85
"11265",1.68
"11266",1.82
"11267",1.64
"11268",1.65
"11269",1.85
"11270",1.82
"11271",1.85
"11272",1.7
"11273",1.69
"11274",1.81
"11275",1.85
"11276",1.88
"11277",1.74
"11278",1.82
"11279",1.82
"11280",1.86
"11281",1.71
"11282",1.85
"11283",1.81
"11284",1.55
"11285",1.55
"11286",1.56
"11287",1.53
"11288",1.51
"11289",1.49
"11290",1.51
"11291",1.48
"11292",1.45
"11293",1.41
"11294",1.48
"11295",1.52
"11296",1.49
"11297",1.53
"11298",1.53
"11299",1.16
"11300",1.49
"11301",1.48
"11302",1.09
"11303",1.44
"11304",1.49
"11305",1.29
"11306",1.11
"11307",1.26
"11308",1.29
"11309",1.05
"11310",1.23
"11311",1.88
"11312",1.87
"11313",1.94
"11314",1.92
"11315",2.58
"11316",2.04
"11317",2.02
"11318",1.98
"11319",2.01
"11320",1.94
"11321",2.79
"11322",2.66
"11323",2.59
"11324",2.74
"11325",2.79
"11326",2.73
"11327",2.73
"11328",2.77
"11329",2.71
"11330",2.73
"11331",2.72
"11332",2.76
"11333",2.75
"11334",2.36
"11335",2.09
"11336",1.96
"11337",1.96
"11338",1.95
"11339",1.95
"11340",1.96
"11341",1.54
"11342",1.52
"11343",1.53
"11344",1.48
"11345",1.55
"11346",1.52
"11347",1.55
"11348",1.54
"11349",1.55
"11350",1.55
"11351",1.34
"11352",1.56
"11353",1.56
"11354",1.09
"11355",1.39
"11356",1.55
"11357",1.35
"11358",1.06
"11359",1.34
"11360",1.27
"11361",1.12
"11362",1.18
"11363",1.51
"11364",1.55
"11365",1.03
"11366",2.06
"11367",2.06
"11368",1.14
"11369",1.5
"11370",1.46
"11371",1.25
"11372",1.74
"11373",1.88
"11374",1.75
"11375",1.73
"11376",1.75
"11377",1.97
"11378",2.11
"11379",1.99
"11380",1.58
"11381",1.9
"11382",1.7
"11383",1.96
"11384",2.04
"11385",2.2
"11386",1.64
"11387",2.23
"11388",1.98
"11389",1.71
"11390",1.75
"11391",2.03
"11392",2.01
"11393",1.65
"11394",1.85
"11395",1.81
"11396",1.66
"11397",1.56
"11398",1.66
"11399",1.76
"11400",1.59
"11401",1.92
"11402",1.56
"11403",1.53
"11404",1.8
"11405",1.62
"11406",1.71
"11407",1.5
"11408",1.59
"11409",1.4
"11410",1.44
"11411",1.7
"11412",1.45
"11413",1.46
"11414",1.49
"11415",1.71
"11416",1.77
"11417",1.74
"11418",1.73
"11419",1.71
"11420",1.89
"11421",1.82
"11422",1.74
"11423",1.75
"11424",1.77
"11425",1.84
"11426",1.79
"11427",1.96
"11428",2.06
"11429",1.91
"11430",1.98
"11431",2
"11432",1.92
"11433",1.91
"11434",1.97
"11435",2
"11436",1.94
"11437",1.81
"11438",1.79
"11439",1.84
"11440",1.84
"11441",1.9
"11442",2.07
"11443",1.99
"11444",1.95
"11445",2.02
"11446",1.99
"11447",1.44
"11448",1.87
"11449",1.92
"11450",2.02
"11451",1.87
"11452",1.94
"11453",1.97
"11454",1.93
"11455",1.77
"11456",1.5
"11457",1.53
"11458",1.52
"11459",1.69
"11460",1.72
"11461",1.56
"11462",1.66
"11463",2.01
"11464",1.93
"11465",2.06
"11466",1.86
"11467",1.39
"11468",1.41
"11469",1.43
"11470",1.49
"11471",1.47
"11472",1.53
"11473",1.5
"11474",1.51
"11475",1.51
"11476",1.52
"11477",1.49
"11478",1.51
"11479",1.55
"11480",1.53
"11481",1.53
"11482",1.5
"11483",1.49
"11484",1.33
"11485",1.39
"11486",1.45
"11487",1.42
"11488",1.37
"11489",1.26
"11490",1.31
"11491",1.27
"11492",1.34
"11493",1.35
"11494",1.4
"11495",1.38
"11496",1.37
"11497",1.41
"11498",1.39
"11499",1.41
"11500",1.4
"11501",1.43
"11502",1.43
"11503",1.39
"11504",1.4
"11505",1.4
"11506",1.42
"11507",1.37
"11508",1.38
"11509",1.44
"11510",1.34
"11511",1.37
"11512",1.39
"11513",1.39
"11514",1.28
"11515",1.37
"11516",1.27
"11517",1.39
"11518",1.35
"11519",1.7
"11520",1.8
"11521",1.74
"11522",1.66
"11523",1.63
"11524",1.81
"11525",1.75
"11526",1.73
"11527",1.73
"11528",1.78
"11529",1.91
"11530",1.78
"11531",1.84
"11532",2.01
"11533",1.92
"11534",1.95
"11535",1.9
"11536",1.74
"11537",1.71
"11538",1.75
"11539",1.9
"11540",1.88
"11541",1.67
"11542",1.53
"11543",1.72
"11544",1.72
"11545",1.74
"11546",1.88
"11547",1.87
"11548",1.75
"11549",1.81
"11550",1.78
"11551",1.7
"11552",1.77
"11553",1.7
"11554",1.7
"11555",1.69
"11556",1.82
"11557",1.78
"11558",1.84
"11559",1.73
"11560",1.48
"11561",1.47
"11562",1.46
"11563",1.59
"11564",1.64
"11565",1.51
"11566",1.6
"11567",1.81
"11568",1.79
"11569",1.83
"11570",1.75
"11571",1.59
"11572",1.56
"11573",1.32
"11574",2.09
"11575",1.8
"11576",1.23
"11577",1.71
"11578",1.73
"11579",1.33
"11580",1.99
"11581",1.89
"11582",1.8
"11583",1.92
"11584",1.91
"11585",2.13
"11586",2.06
"11587",2.12
"11588",1.58
"11589",2.11
"11590",1.77
"11591",2.07
"11592",2.11
"11593",2.07
"11594",1.55
"11595",2.07
"11596",1.85
"11597",1.61
"11598",1.59
"11599",1.88
"11600",1.88
"11601",1.55
"11602",1.76
"11603",1.78
"11604",1.76
"11605",1.62
"11606",1.5
"11607",1.69
"11608",1.58
"11609",1.8
"11610",1.55
"11611",1.47
"11612",1.66
"11613",1.55
"11614",1.58
"11615",1.41
"11616",1.51
"11617",1.43
"11618",1.38
"11619",1.66
"11620",1.44
"11621",1.38
"11622",1.3
"11623",1.07
"11624",1.34
"11625",1.8
"11626",2.12
"11627",1.58
"11628",1.35
"11629",1.25
"11630",1.48
"11631",1.04
"11632",1.2
"11633",1.26
"11634",1.57
"11635",1.52
"11636",1.94
"11637",1.91
"11638",1.87
"11639",1.96
"11640",1.92
"11641",1.97
"11642",2.07
"11643",1.97
"11644",1.87
"11645",1.91
"11646",1.86
"11647",1.92
"11648",1.86
"11649",2
"11650",1.83
"11651",1.85
"11652",1.92
"11653",2.06
"11654",2.04
"11655",2.01
"11656",2
"11657",2
"11658",2.03
"11659",2.09
"11660",2.05
"11661",2.13
"11662",2.09
"11663",1.83
"11664",1.81
"11665",1.65
"11666",1.85
"11667",1.8
"11668",1.82
"11669",1.89
"11670",1.93
"11671",1.93
"11672",1.92
"11673",1.84
"11674",1.8
"11675",1.54
"11676",1.53
"11677",1.53
"11678",1.56
"11679",1.59
"11680",1.63
"11681",1.64
"11682",1.6
"11683",1.65
"11684",1.6
"11685",1.61
"11686",1.57
"11687",1.64
"11688",1.72
"11689",1.68
"11690",1.61
"11691",1.6
"11692",1.68
"11693",1.62
"11694",1.86
"11695",1.66
"11696",1.98
"11697",1.92
"11698",2.07
"11699",2.05
"11700",1.84
"11701",1.86
"11702",1.88
"11703",1.91
"11704",1.77
"11705",1.81
"11706",1.8
"11707",1.74
"11708",1.85
"11709",1.84
"11710",1.77
"11711",1.83
"11712",1.71
"11713",1.76
"11714",1.82
"11715",1.76
"11716",1.67
"11717",1.6
"11718",1.59
"11719",1.57
"11720",1.72
"11721",1.65
"11722",1.65
"11723",1.77
"11724",1.84
"11725",1.66
"11726",1.72
"11727",1.63
"11728",1.79
"11729",1.76
"11730",1.76
"11731",1.73
"11732",1.78
"11733",1.75
"11734",1.74
"11735",1.5
"11736",1.49
"11737",1.49
"11738",1.5
"11739",1.47
"11740",1.31
"11741",1.46
"11742",1.43
"11743",1.49
"11744",1.48
"11745",1.5
"11746",1.5
"11747",1.5
"11748",1.5
"11749",1.49
"11750",1.42
"11751",1.63
"11752",1.9
"11753",1.81
"11754",1.84
"11755",1.73
"11756",1.71
"11757",1.72
"11758",1.7
"11759",1.69
"11760",1.69
"11761",1.34
"11762",1.31
"11763",1.48
"11764",1.69
"11765",1.72
"11766",1.73
"11767",1.68
"11768",1.68
"11769",1.65
"11770",1.63
"11771",1.68
"11772",1.75
"11773",1.65
"11774",1.68
"11775",1.75
"11776",1.73
"11777",1.84
"11778",1.7
"11779",1.52
"11780",1.53
"11781",1.43
"11782",1.52
"11783",1.5
"11784",1.49
"11785",1.6
"11786",1.54
"11787",1.47
"11788",1.62
"11789",1.71
"11790",1.69
"11791",1.72
"11792",1.75
"11793",1.77
"11794",1.8
"11795",1.78
"11796",1.66
"11797",1.72
"11798",1.75
"11799",1
"11800",1
"11801",1
"11802",1
"11803",1
"11804",1
"11805",1.64
"11806",1.66
"11807",1.68
"11808",1.67
"11809",1.58
"11810",1.59
"11811",1.5
"11812",1.42
"11813",1.37
"11814",1.45
